Type,Image ID,Correct QA,Total QA,Accuracy
Horizontal,14308,7,25,28.0
Horizontal,6547,7,25,28.0
Horizontal,12310,7,25,28.0
Horizontal,12699,7,25,28.0
Horizontal,7641,7,25,28.0
Horizontal,12406,5,18,27.7778
Horizontal,8231,5,18,27.7778
Horizontal,14436,5,18,27.7778
Horizontal,8671,5,18,27.7778
Horizontal,12611,5,18,27.7778
Horizontal,13891,5,18,27.7778
Horizontal,10466,5,18,27.7778
Horizontal,12028,5,18,27.7778
Horizontal,12005,5,18,27.7778
Horizontal,12235,5,18,27.7778
Horizontal,13842,5,18,27.7778
Horizontal,10295,5,18,27.7778
Horizontal,13242,5,18,27.7778
Horizontal,9532,5,18,27.7778
Horizontal,12594,5,18,27.7778
Horizontal,9627,5,18,27.7778
Horizontal,14742,5,18,27.7778
Horizontal,13303,5,18,27.7778
Horizontal,12618,5,18,27.7778
Horizontal,11838,5,18,27.7778
Horizontal,11084,5,18,27.7778
Horizontal,14300,5,18,27.7778
Horizontal,11888,5,18,27.7778
Horizontal,14807,5,18,27.7778
Horizontal,9311,8,29,27.5862
Horizontal,14013,8,29,27.5862
Horizontal,9184,8,29,27.5862
Horizontal,13437,8,29,27.5862
Horizontal,14162,8,29,27.5862
Horizontal,12522,8,29,27.5862
Horizontal,12871,8,29,27.5862
Horizontal,12199,8,29,27.5862
Horizontal,8110,8,29,27.5862
Horizontal,9072,8,29,27.5862
Horizontal,12592,8,29,27.5862
Horizontal,8700,8,29,27.5862
Horizontal,9317,8,29,27.5862
Horizontal,8207,8,29,27.5862
Horizontal,12298,8,29,27.5862
Horizontal,12968,8,29,27.5862
Horizontal,7478,8,29,27.5862
Horizontal,11856,8,29,27.5862
Horizontal,13174,8,29,27.5862
Horizontal,13252,8,29,27.5862
Horizontal,11853,8,29,27.5862
Horizontal,14481,8,29,27.5862
Horizontal,8661,8,29,27.5862
Horizontal,10514,8,29,27.5862
Horizontal,10337,8,29,27.5862
Horizontal,6703,8,29,27.5862
Horizontal,15700,6,22,27.2727
Horizontal,5985,6,22,27.2727
Horizontal,7680,6,22,27.2727
Horizontal,6045,6,22,27.2727
Horizontal,12757,7,26,26.9231
Horizontal,12132,7,26,26.9231
Horizontal,14307,7,26,26.9231
Horizontal,13767,8,30,26.6667
Horizontal,13941,8,30,26.6667
Horizontal,12414,8,30,26.6667
Horizontal,13322,8,30,26.6667
Horizontal,13433,8,30,26.6667
Horizontal,16411,5,19,26.3158
Horizontal,9579,6,23,26.087
Horizontal,16020,6,23,26.087
Horizontal,9083,6,23,26.087
Horizontal,6096,6,23,26.087
Horizontal,14602,6,23,26.087
Horizontal,8310,6,23,26.087
Horizontal,12238,6,23,26.087
Horizontal,6696,6,23,26.087
Horizontal,8613,6,23,26.087
Horizontal,5907,7,27,25.9259
Horizontal,7198,7,27,25.9259
Horizontal,6905,7,27,25.9259
Horizontal,13575,7,27,25.9259
Horizontal,14004,7,27,25.9259
Horizontal,7334,7,27,25.9259
Horizontal,7609,7,27,25.9259
Horizontal,6035,7,27,25.9259
Horizontal,6965,7,27,25.9259
Horizontal,14189,6,24,25.0
Horizontal,7563,7,28,25.0
Horizontal,11985,3,12,25.0
Horizontal,15845,3,12,25.0
Horizontal,11518,7,28,25.0
Horizontal,8878,7,28,25.0
Horizontal,9834,3,12,25.0
Horizontal,9299,7,28,25.0
Horizontal,11752,4,16,25.0
Horizontal,13604,6,24,25.0
Horizontal,16512,3,12,25.0
Horizontal,6054,7,28,25.0
Horizontal,11164,7,28,25.0
Horizontal,9145,7,28,25.0
Horizontal,11044,4,16,25.0
Horizontal,7934,7,28,25.0
Horizontal,10379,7,28,25.0
Horizontal,6423,4,16,25.0
Horizontal,15566,3,12,25.0
Horizontal,11286,7,28,25.0
Horizontal,7131,6,24,25.0
Horizontal,11363,3,12,25.0
Horizontal,10660,7,28,25.0
Horizontal,11081,4,16,25.0
Horizontal,9463,3,12,25.0
Horizontal,7425,7,28,25.0
Horizontal,6472,4,16,25.0
Horizontal,7877,3,12,25.0
Horizontal,12563,4,16,25.0
Horizontal,7949,7,28,25.0
Horizontal,10538,7,28,25.0
Horizontal,11056,4,16,25.0
Horizontal,10999,3,12,25.0
Horizontal,7658,7,28,25.0
Horizontal,7884,7,28,25.0
Horizontal,7222,4,16,25.0
Horizontal,16827,3,12,25.0
Horizontal,13491,6,24,25.0
Horizontal,14304,3,12,25.0
Horizontal,11739,4,16,25.0
Horizontal,10477,3,12,25.0
Horizontal,5902,7,28,25.0
Horizontal,7824,6,24,25.0
Horizontal,10017,7,28,25.0
Horizontal,15734,3,12,25.0
Horizontal,11917,3,12,25.0
Horizontal,5903,7,29,24.1379
Horizontal,14324,7,29,24.1379
Horizontal,12791,7,29,24.1379
Horizontal,7685,7,29,24.1379
Horizontal,10859,7,29,24.1379
Horizontal,11513,7,29,24.1379
Horizontal,5921,7,29,24.1379
Horizontal,10251,7,29,24.1379
Horizontal,8304,7,29,24.1379
Horizontal,14442,7,29,24.1379
Horizontal,11857,7,29,24.1379
Horizontal,11355,7,29,24.1379
Horizontal,10162,7,29,24.1379
Horizontal,11548,7,29,24.1379
Horizontal,12209,7,29,24.1379
Horizontal,8667,7,29,24.1379
Horizontal,12769,7,29,24.1379
Horizontal,12085,7,29,24.1379
Horizontal,14714,7,29,24.1379
Horizontal,14370,6,25,24.0
Horizontal,10590,6,25,24.0
Horizontal,6381,6,25,24.0
Horizontal,14404,6,25,24.0
Horizontal,11781,6,25,24.0
Horizontal,13046,5,21,23.8095
Horizontal,9159,5,21,23.8095
Horizontal,14495,5,21,23.8095
Horizontal,12911,5,21,23.8095
Horizontal,14280,4,17,23.5294
Horizontal,10993,4,17,23.5294
Horizontal,9673,4,17,23.5294
Horizontal,12621,4,17,23.5294
Horizontal,9752,4,17,23.5294
Horizontal,10787,4,17,23.5294
Horizontal,8561,4,17,23.5294
Horizontal,8232,4,17,23.5294
Horizontal,9458,4,17,23.5294
Horizontal,12492,7,30,23.3333
Horizontal,13901,7,30,23.3333
Horizontal,14810,7,30,23.3333
Horizontal,14438,7,30,23.3333
Horizontal,12710,7,30,23.3333
Horizontal,12999,7,30,23.3333
Horizontal,14779,7,30,23.3333
Horizontal,6807,5,22,22.7273
Horizontal,13036,5,22,22.7273
Horizontal,16024,5,22,22.7273
Horizontal,7009,5,22,22.7273
Horizontal,12980,5,22,22.7273
Horizontal,15046,5,22,22.7273
Horizontal,13250,5,22,22.7273
Horizontal,13648,4,18,22.2222
Horizontal,9049,4,18,22.2222
Horizontal,7295,6,27,22.2222
Horizontal,14653,4,18,22.2222
Horizontal,6874,6,27,22.2222
Horizontal,13119,4,18,22.2222
Horizontal,7746,4,18,22.2222
Horizontal,11692,4,18,22.2222
Horizontal,8422,4,18,22.2222
Horizontal,8463,4,18,22.2222
Horizontal,14007,4,18,22.2222
Horizontal,14645,6,27,22.2222
Horizontal,12793,6,27,22.2222
Horizontal,10494,4,18,22.2222
Horizontal,7385,6,27,22.2222
Horizontal,9053,6,27,22.2222
Horizontal,13000,4,18,22.2222
Horizontal,14131,5,23,21.7391
Horizontal,12094,5,23,21.7391
Horizontal,9555,5,23,21.7391
Horizontal,10772,5,23,21.7391
Horizontal,11382,5,23,21.7391
Horizontal,16186,5,23,21.7391
Horizontal,11444,5,23,21.7391
Horizontal,13263,5,23,21.7391
Horizontal,8189,6,28,21.4286
Horizontal,8526,6,28,21.4286
Horizontal,12877,6,28,21.4286
Horizontal,6300,6,28,21.4286
Horizontal,8620,6,28,21.4286
Horizontal,9551,6,28,21.4286
Horizontal,11141,6,28,21.4286
Horizontal,6882,6,28,21.4286
Horizontal,6961,6,28,21.4286
Horizontal,6427,6,28,21.4286
Horizontal,7075,6,28,21.4286
Horizontal,10995,6,28,21.4286
Horizontal,14055,4,19,21.0526
Horizontal,6507,5,24,20.8333
Horizontal,11048,5,24,20.8333
Horizontal,7602,5,24,20.8333
Horizontal,14496,6,29,20.6897
Horizontal,14628,6,29,20.6897
Horizontal,9004,6,29,20.6897
Horizontal,13355,6,29,20.6897
Horizontal,9739,6,29,20.6897
Horizontal,9494,6,29,20.6897
Horizontal,11814,6,29,20.6897
Horizontal,12845,6,30,20.0
Horizontal,6203,3,15,20.0
Horizontal,6288,3,15,20.0
Horizontal,13699,6,30,20.0
Horizontal,13619,6,30,20.0
Horizontal,11717,6,30,20.0
Horizontal,8718,5,26,19.2308
Horizontal,10715,5,26,19.2308
Horizontal,7965,5,26,19.2308
Horizontal,8604,3,16,18.75
Horizontal,9806,3,16,18.75
Horizontal,9325,3,16,18.75
Horizontal,12023,3,16,18.75
Horizontal,11348,3,16,18.75
Horizontal,11877,3,16,18.75
Horizontal,6937,5,27,18.5185
Horizontal,6734,5,27,18.5185
Horizontal,14934,5,27,18.5185
Horizontal,6744,5,27,18.5185
Horizontal,14463,4,22,18.1818
Horizontal,6344,5,28,17.8571
Horizontal,10313,5,28,17.8571
Horizontal,8215,5,28,17.8571
Horizontal,8397,5,28,17.8571
Horizontal,6365,5,28,17.8571
Horizontal,8636,5,28,17.8571
Horizontal,5711,5,28,17.8571
Horizontal,8274,5,28,17.8571
Horizontal,11421,5,28,17.8571
Horizontal,14833,3,17,17.6471
Horizontal,10757,4,23,17.3913
Horizontal,7993,4,23,17.3913
Horizontal,12295,4,23,17.3913
Horizontal,12883,4,23,17.3913
Horizontal,11460,4,23,17.3913
Horizontal,6737,4,23,17.3913
Horizontal,8258,5,29,17.2414
Horizontal,14738,5,29,17.2414
Horizontal,10358,5,29,17.2414
Horizontal,12630,5,30,16.6667
Horizontal,13185,5,30,16.6667
Horizontal,14085,3,18,16.6667
Horizontal,12572,5,30,16.6667
Horizontal,15619,2,12,16.6667
Horizontal,8128,3,18,16.6667
Horizontal,14770,3,18,16.6667
Horizontal,12505,5,30,16.6667
Horizontal,8539,3,18,16.6667
Horizontal,14257,3,18,16.6667
Horizontal,10762,3,18,16.6667
Horizontal,13729,4,25,16.0
Horizontal,10156,4,25,16.0
Horizontal,12735,4,25,16.0
Horizontal,12277,4,25,16.0
Horizontal,10679,3,19,15.7895
Horizontal,11361,2,13,15.3846
Horizontal,7086,4,27,14.8148
Horizontal,6278,4,27,14.8148
Horizontal,7413,4,27,14.8148
Horizontal,10335,4,28,14.2857
Horizontal,5673,4,28,14.2857
Horizontal,7236,4,28,14.2857
Horizontal,7084,4,28,14.2857
Horizontal,8694,4,28,14.2857
Horizontal,9709,4,29,13.7931
Horizontal,7741,4,29,13.7931
Horizontal,11879,4,29,13.7931
Horizontal,11844,3,22,13.6364
Horizontal,9602,3,22,13.6364
Horizontal,14427,3,22,13.6364
Horizontal,11815,4,30,13.3333
Horizontal,12717,3,23,13.0435
Horizontal,14152,3,24,12.5
Horizontal,10181,3,29,10.3448
Horizontal,12633,3,30,10.0
Vertical,32526,17,19,89.4737
Vertical,33608,17,19,89.4737
Vertical,33350,16,18,88.8889
Vertical,31882,20,23,86.9565
Vertical,32243,16,19,84.2105
Vertical,33133,16,19,84.2105
Vertical,33128,19,23,82.6087
Vertical,32163,18,22,81.8182
Vertical,32156,18,22,81.8182
Vertical,32781,18,22,81.8182
Vertical,32226,18,22,81.8182
Vertical,33375,15,19,78.9474
Vertical,32000,15,19,78.9474
Vertical,32051,15,19,78.9474
Vertical,32556,18,23,78.2609
Vertical,32081,18,23,78.2609
Vertical,32527,18,23,78.2609
Vertical,31861,18,23,78.2609
Vertical,33060,17,22,77.2727
Vertical,33490,17,22,77.2727
Vertical,32086,18,24,75.0
Vertical,32665,17,23,73.913
Vertical,31949,17,23,73.913
Vertical,32861,17,23,73.913
Vertical,33029,17,23,73.913
Vertical,32730,17,23,73.913
Vertical,32041,17,23,73.913
Vertical,31849,17,23,73.913
Vertical,33211,17,23,73.913
Vertical,33221,14,19,73.6842
Vertical,32113,14,19,73.6842
Vertical,31981,14,19,73.6842
Vertical,32057,16,22,72.7273
Vertical,32013,16,22,72.7273
Vertical,32984,16,22,72.7273
Vertical,32519,16,22,72.7273
Vertical,32335,16,22,72.7273
Vertical,32426,16,22,72.7273
Vertical,32406,16,22,72.7273
Vertical,32348,16,22,72.7273
Vertical,32399,16,22,72.7273
Vertical,32668,16,22,72.7273
Vertical,33387,16,22,72.7273
Vertical,31834,16,22,72.7273
Vertical,32654,16,22,72.7273
Vertical,32920,17,24,70.8333
Vertical,23892,17,24,70.8333
Vertical,23164,19,27,70.3704
Vertical,33341,16,23,69.5652
Vertical,32658,16,23,69.5652
Vertical,33091,16,23,69.5652
Vertical,33425,16,23,69.5652
Vertical,33641,16,23,69.5652
Vertical,33527,16,23,69.5652
Vertical,32643,16,23,69.5652
Vertical,31988,16,23,69.5652
Vertical,31766,16,23,69.5652
Vertical,32346,16,23,69.5652
Vertical,33063,16,23,69.5652
Vertical,33085,16,23,69.5652
Vertical,32945,16,23,69.5652
Vertical,33556,16,23,69.5652
Vertical,33242,16,23,69.5652
Vertical,32568,16,23,69.5652
Vertical,32134,16,23,69.5652
Vertical,31755,16,23,69.5652
Vertical,32725,16,23,69.5652
Vertical,33568,16,23,69.5652
Vertical,33549,16,23,69.5652
Vertical,32205,13,19,68.4211
Vertical,32735,13,19,68.4211
Vertical,33504,13,19,68.4211
Vertical,32295,13,19,68.4211
Vertical,32777,15,22,68.1818
Vertical,32475,15,22,68.1818
Vertical,33178,15,22,68.1818
Vertical,32917,15,22,68.1818
Vertical,33109,15,22,68.1818
Vertical,31813,15,22,68.1818
Vertical,32329,15,22,68.1818
Vertical,33380,15,22,68.1818
Vertical,32020,15,22,68.1818
Vertical,32595,15,22,68.1818
Vertical,27262,17,25,68.0
Vertical,23641,18,27,66.6667
Vertical,27060,18,27,66.6667
Vertical,32649,16,24,66.6667
Vertical,33403,16,24,66.6667
Vertical,33337,12,18,66.6667
Vertical,31857,10,15,66.6667
Vertical,32508,16,24,66.6667
Vertical,23647,15,23,65.2174
Vertical,32281,15,23,65.2174
Vertical,31986,15,23,65.2174
Vertical,33028,15,23,65.2174
Vertical,32334,15,23,65.2174
Vertical,32837,15,23,65.2174
Vertical,32179,15,23,65.2174
Vertical,32173,15,23,65.2174
Vertical,32807,15,23,65.2174
Vertical,32999,15,23,65.2174
Vertical,32931,15,23,65.2174
Vertical,33421,15,23,65.2174
Vertical,31927,15,23,65.2174
Vertical,32878,15,23,65.2174
Vertical,32321,15,23,65.2174
Vertical,32235,15,23,65.2174
Vertical,32462,15,23,65.2174
Vertical,33038,15,23,65.2174
Vertical,33126,15,23,65.2174
Vertical,32864,15,23,65.2174
Vertical,32636,15,23,65.2174
Vertical,32120,15,23,65.2174
Vertical,25135,18,28,64.2857
Vertical,32345,14,22,63.6364
Vertical,32388,14,22,63.6364
Vertical,32213,14,22,63.6364
Vertical,32800,14,22,63.6364
Vertical,33111,14,22,63.6364
Vertical,31925,14,22,63.6364
Vertical,32210,12,19,63.1579
Vertical,31838,12,19,63.1579
Vertical,22928,17,27,62.963
Vertical,22669,17,27,62.963
Vertical,24001,17,27,62.963
Vertical,22697,17,27,62.963
Vertical,31790,15,24,62.5
Vertical,33567,15,24,62.5
Vertical,22644,15,24,62.5
Vertical,32224,15,24,62.5
Vertical,32164,15,24,62.5
Vertical,33075,15,24,62.5
Vertical,32221,15,24,62.5
Vertical,28522,18,29,62.068999999999996
Vertical,31907,11,18,61.1111
Vertical,32652,14,23,60.8696
Vertical,32614,14,23,60.8696
Vertical,32922,14,23,60.8696
Vertical,31786,14,23,60.8696
Vertical,32087,14,23,60.8696
Vertical,32934,14,23,60.8696
Vertical,32470,14,23,60.8696
Vertical,33323,14,23,60.8696
Vertical,32644,14,23,60.8696
Vertical,32799,14,23,60.8696
Vertical,22567,14,23,60.8696
Vertical,33137,14,23,60.8696
Vertical,33001,14,23,60.8696
Vertical,32291,14,23,60.8696
Vertical,32100,14,23,60.8696
Vertical,23700,14,23,60.8696
Vertical,33587,14,23,60.8696
Vertical,24095,14,23,60.8696
Vertical,32783,14,23,60.8696
Vertical,32502,14,23,60.8696
Vertical,32722,14,23,60.8696
Vertical,32946,14,23,60.8696
Vertical,33291,14,23,60.8696
Vertical,31891,14,23,60.8696
Vertical,33016,14,23,60.8696
Vertical,31933,14,23,60.8696
Vertical,33374,14,23,60.8696
Vertical,26129,17,28,60.7143
Vertical,28218,17,28,60.7143
Vertical,28224,17,28,60.7143
Vertical,29597,6,10,60.0
Vertical,31592,18,30,60.0
Vertical,23735,16,27,59.2593
Vertical,24294,16,27,59.2593
Vertical,24417,16,27,59.2593
Vertical,25389,16,27,59.2593
Vertical,22606,16,27,59.2593
Vertical,24266,16,27,59.2593
Vertical,23906,16,27,59.2593
Vertical,23717,16,27,59.2593
Vertical,23614,16,27,59.2593
Vertical,23550,16,27,59.2593
Vertical,22565,16,27,59.2593
Vertical,23124,16,27,59.2593
Vertical,24411,16,27,59.2593
Vertical,23394,16,27,59.2593
Vertical,33292,13,22,59.0909
Vertical,33450,13,22,59.0909
Vertical,33599,13,22,59.0909
Vertical,33611,13,22,59.0909
Vertical,32042,13,22,59.0909
Vertical,32607,13,22,59.0909
Vertical,32016,13,22,59.0909
Vertical,24512,10,17,58.8235
Vertical,24680,10,17,58.8235
Vertical,27075,10,17,58.8235
Vertical,30601,10,17,58.8235
Vertical,33041,10,17,58.8235
Vertical,29404,17,29,58.6207
Vertical,29756,17,29,58.6207
Vertical,29249,17,29,58.6207
Vertical,27108,17,29,58.6207
Vertical,32404,14,24,58.3333
Vertical,33400,14,24,58.3333
Vertical,33592,14,24,58.3333
Vertical,32382,14,24,58.3333
Vertical,32006,14,24,58.3333
Vertical,26888,7,12,58.3333
Vertical,32600,14,24,58.3333
Vertical,32991,14,24,58.3333
Vertical,33003,14,24,58.3333
Vertical,32555,14,24,58.3333
Vertical,32433,14,24,58.3333
Vertical,31763,14,24,58.3333
Vertical,33340,14,24,58.3333
Vertical,33409,11,19,57.8947
Vertical,32196,11,19,57.8947
Vertical,32768,11,19,57.8947
Vertical,27877,16,28,57.1429
Vertical,23633,16,28,57.1429
Vertical,26964,16,28,57.1429
Vertical,24420,16,28,57.1429
Vertical,25412,16,28,57.1429
Vertical,24720,16,28,57.1429
Vertical,26068,16,28,57.1429
Vertical,26468,16,28,57.1429
Vertical,27406,16,28,57.1429
Vertical,25575,16,28,57.1429
Vertical,24903,16,28,57.1429
Vertical,32874,13,23,56.5217
Vertical,33628,13,23,56.5217
Vertical,32484,13,23,56.5217
Vertical,32601,13,23,56.5217
Vertical,32109,13,23,56.5217
Vertical,33289,13,23,56.5217
Vertical,33045,13,23,56.5217
Vertical,33062,13,23,56.5217
Vertical,33090,13,23,56.5217
Vertical,32689,13,23,56.5217
Vertical,33036,13,23,56.5217
Vertical,33260,13,23,56.5217
Vertical,32928,13,23,56.5217
Vertical,32206,13,23,56.5217
Vertical,33481,13,23,56.5217
Vertical,31806,13,23,56.5217
Vertical,32524,13,23,56.5217
Vertical,33313,13,23,56.5217
Vertical,32935,13,23,56.5217
Vertical,32569,13,23,56.5217
Vertical,32046,13,23,56.5217
Vertical,33193,13,23,56.5217
Vertical,26528,13,23,56.5217
Vertical,26767,9,16,56.25
Vertical,25366,9,16,56.25
Vertical,27796,9,16,56.25
Vertical,22477,15,27,55.5556
Vertical,23261,15,27,55.5556
Vertical,22642,15,27,55.5556
Vertical,23944,15,27,55.5556
Vertical,28966,10,18,55.5556
Vertical,23688,15,27,55.5556
Vertical,23324,15,27,55.5556
Vertical,24150,15,27,55.5556
Vertical,30056,10,18,55.5556
Vertical,31245,10,18,55.5556
Vertical,24405,15,27,55.5556
Vertical,28537,10,18,55.5556
Vertical,22510,15,27,55.5556
Vertical,29894,10,18,55.5556
Vertical,23437,15,27,55.5556
Vertical,23989,15,27,55.5556
Vertical,23974,15,27,55.5556
Vertical,22972,15,27,55.5556
Vertical,22861,15,27,55.5556
Vertical,23177,15,27,55.5556
Vertical,23776,15,27,55.5556
Vertical,22864,15,27,55.5556
Vertical,30967,16,29,55.1724
Vertical,31115,16,29,55.1724
Vertical,31527,16,29,55.1724
Vertical,28652,16,29,55.1724
Vertical,30264,16,29,55.1724
Vertical,31482,16,29,55.1724
Vertical,30146,16,29,55.1724
Vertical,26387,16,29,55.1724
Vertical,31102,16,29,55.1724
Vertical,30090,16,29,55.1724
Vertical,33477,11,20,55.0
Vertical,32914,11,20,55.0
Vertical,32288,11,20,55.0
Vertical,32040,12,22,54.5455
Vertical,31961,12,22,54.5455
Vertical,32333,12,22,54.5455
Vertical,33522,12,22,54.5455
Vertical,32597,12,22,54.5455
Vertical,27905,12,22,54.5455
Vertical,32251,12,22,54.5455
Vertical,32312,12,22,54.5455
Vertical,32701,12,22,54.5455
Vertical,32273,13,24,54.1667
Vertical,33172,13,24,54.1667
Vertical,32274,13,24,54.1667
Vertical,31805,13,24,54.1667
Vertical,32505,13,24,54.1667
Vertical,32514,13,24,54.1667
Vertical,31911,13,24,54.1667
Vertical,23579,13,24,54.1667
Vertical,27751,15,28,53.5714
Vertical,27453,15,28,53.5714
Vertical,26360,15,28,53.5714
Vertical,25711,15,28,53.5714
Vertical,25762,15,28,53.5714
Vertical,22576,15,28,53.5714
Vertical,25333,15,28,53.5714
Vertical,25491,15,28,53.5714
Vertical,27735,15,28,53.5714
Vertical,27009,15,28,53.5714
Vertical,23417,15,28,53.5714
Vertical,26665,15,28,53.5714
Vertical,22589,15,28,53.5714
Vertical,25527,15,28,53.5714
Vertical,25817,15,28,53.5714
Vertical,23366,15,28,53.5714
Vertical,27515,15,28,53.5714
Vertical,27524,15,28,53.5714
Vertical,24839,15,28,53.5714
Vertical,26821,15,28,53.5714
Vertical,30314,16,30,53.3333
Vertical,31619,16,30,53.3333
Vertical,22478,8,15,53.3333
Vertical,33555,8,15,53.3333
Vertical,23629,8,15,53.3333
Vertical,22495,8,15,53.3333
Vertical,23797,8,15,53.3333
Vertical,24159,8,15,53.3333
Vertical,31749,8,15,53.3333
Vertical,31487,16,30,53.3333
Vertical,25075,9,17,52.9412
Vertical,26660,9,17,52.9412
Vertical,25634,9,17,52.9412
Vertical,29809,9,17,52.9412
Vertical,32746,9,17,52.9412
Vertical,23829,9,17,52.9412
Vertical,26452,9,17,52.9412
Vertical,27850,9,17,52.9412
Vertical,27337,9,17,52.9412
Vertical,28197,9,17,52.9412
Vertical,25882,9,17,52.9412
Vertical,32850,10,19,52.6316
Vertical,32529,10,19,52.6316
Vertical,24820,10,19,52.6316
Vertical,24747,11,21,52.381
Vertical,32996,12,23,52.1739
Vertical,33351,12,23,52.1739
Vertical,33493,12,23,52.1739
Vertical,32789,12,23,52.1739
Vertical,32889,12,23,52.1739
Vertical,31950,12,23,52.1739
Vertical,33068,12,23,52.1739
Vertical,32074,12,23,52.1739
Vertical,33195,12,23,52.1739
Vertical,24164,12,23,52.1739
Vertical,32750,12,23,52.1739
Vertical,33010,12,23,52.1739
Vertical,32521,12,23,52.1739
Vertical,31817,12,23,52.1739
Vertical,33621,12,23,52.1739
Vertical,33647,12,23,52.1739
Vertical,23479,12,23,52.1739
Vertical,33618,12,23,52.1739
Vertical,33108,12,23,52.1739
Vertical,33378,12,23,52.1739
Vertical,23094,12,23,52.1739
Vertical,32548,12,23,52.1739
Vertical,24378,14,27,51.8519
Vertical,22536,14,27,51.8519
Vertical,23351,14,27,51.8519
Vertical,28959,14,27,51.8519
Vertical,22914,14,27,51.8519
Vertical,23734,14,27,51.8519
Vertical,23573,14,27,51.8519
Vertical,23851,14,27,51.8519
Vertical,23148,14,27,51.8519
Vertical,23426,14,27,51.8519
Vertical,27818,14,27,51.8519
Vertical,23655,14,27,51.8519
Vertical,22512,14,27,51.8519
Vertical,31192,14,27,51.8519
Vertical,22518,14,27,51.8519
Vertical,22700,14,27,51.8519
Vertical,22603,14,27,51.8519
Vertical,23114,14,27,51.8519
Vertical,23147,14,27,51.8519
Vertical,22537,14,27,51.8519
Vertical,26494,14,27,51.8519
Vertical,31043,15,29,51.7241
Vertical,27176,15,29,51.7241
Vertical,30318,15,29,51.7241
Vertical,31458,15,29,51.7241
Vertical,30145,15,29,51.7241
Vertical,31198,15,29,51.7241
Vertical,29049,15,29,51.7241
Vertical,28930,15,29,51.7241
Vertical,26437,15,29,51.7241
Vertical,30201,15,29,51.7241
Vertical,24526,15,29,51.7241
Vertical,31312,15,29,51.7241
Vertical,30939,15,29,51.7241
Vertical,31521,15,29,51.7241
Vertical,29380,15,29,51.7241
Vertical,30033,15,29,51.7241
Vertical,28477,15,29,51.7241
Vertical,30962,15,29,51.7241
Vertical,26907,15,29,51.7241
Vertical,30410,15,29,51.7241
Vertical,27260,15,29,51.7241
Vertical,27275,15,29,51.7241
Vertical,27506,9,18,50.0
Vertical,30924,11,22,50.0
Vertical,29238,8,16,50.0
Vertical,27072,14,28,50.0
Vertical,26942,14,28,50.0
Vertical,33629,11,22,50.0
Vertical,28998,15,30,50.0
Vertical,30805,9,18,50.0
Vertical,23837,8,16,50.0
Vertical,29410,6,12,50.0
Vertical,22509,14,28,50.0
Vertical,32262,11,22,50.0
Vertical,25384,11,22,50.0
Vertical,26453,14,28,50.0
Vertical,29004,9,18,50.0
Vertical,25525,14,28,50.0
Vertical,30877,9,18,50.0
Vertical,32119,12,24,50.0
Vertical,31055,15,30,50.0
Vertical,33364,11,22,50.0
Vertical,33189,12,24,50.0
Vertical,22764,14,28,50.0
Vertical,27259,14,28,50.0
Vertical,25243,14,28,50.0
Vertical,30918,6,12,50.0
Vertical,32198,11,22,50.0
Vertical,31626,15,30,50.0
Vertical,27135,14,28,50.0
Vertical,26570,14,28,50.0
Vertical,32953,12,24,50.0
Vertical,32726,12,24,50.0
Vertical,25403,12,24,50.0
Vertical,25948,14,28,50.0
Vertical,33294,11,22,50.0
Vertical,24166,8,16,50.0
Vertical,27249,8,16,50.0
Vertical,25957,14,28,50.0
Vertical,30565,9,18,50.0
Vertical,22463,8,16,50.0
Vertical,25029,14,28,50.0
Vertical,22921,14,28,50.0
Vertical,30166,15,30,50.0
Vertical,26265,8,16,50.0
Vertical,33566,12,24,50.0
Vertical,24216,14,28,50.0
Vertical,26561,14,28,50.0
Vertical,25814,14,28,50.0
Vertical,24741,14,28,50.0
Vertical,26607,14,28,50.0
Vertical,24198,8,16,50.0
Vertical,28455,14,28,50.0
Vertical,24914,12,24,50.0
Vertical,27808,14,28,50.0
Vertical,29797,6,12,50.0
Vertical,28853,15,30,50.0
Vertical,23682,8,16,50.0
Vertical,25493,14,28,50.0
Vertical,22611,8,16,50.0
Vertical,26977,14,28,50.0
Vertical,33079,10,20,50.0
Vertical,25115,14,28,50.0
Vertical,25508,11,22,50.0
Vertical,23530,14,28,50.0
Vertical,24143,14,28,50.0
Vertical,24735,14,28,50.0
Vertical,30814,9,18,50.0
Vertical,31896,12,24,50.0
Vertical,32355,12,24,50.0
Vertical,32132,12,24,50.0
Vertical,32794,12,24,50.0
Vertical,32068,12,24,50.0
Vertical,32731,12,24,50.0
Vertical,23140,13,26,50.0
Vertical,25931,14,28,50.0
Vertical,30398,15,30,50.0
Vertical,27291,9,18,50.0
Vertical,24600,7,14,50.0
Vertical,28872,6,12,50.0
Vertical,30898,6,12,50.0
Vertical,23120,8,16,50.0
Vertical,33064,9,18,50.0
Vertical,33604,11,22,50.0
Vertical,24911,14,28,50.0
Vertical,33518,12,24,50.0
Vertical,26050,14,29,48.2759
Vertical,29005,14,29,48.2759
Vertical,31577,14,29,48.2759
Vertical,30381,14,29,48.2759
Vertical,28906,14,29,48.2759
Vertical,31426,14,29,48.2759
Vertical,26017,14,29,48.2759
Vertical,31473,14,29,48.2759
Vertical,25845,14,29,48.2759
Vertical,30494,14,29,48.2759
Vertical,28275,14,29,48.2759
Vertical,29351,14,29,48.2759
Vertical,25653,14,29,48.2759
