Type,Image ID,Correct QA,Total QA,Accuracy
Horizontal,13929,14,30,46.6667
Horizontal,11500,13,28,46.4286
Horizontal,5712,13,28,46.4286
Horizontal,9283,13,28,46.4286
Horizontal,6415,13,28,46.4286
Horizontal,6745,13,28,46.4286
Horizontal,9179,13,28,46.4286
Horizontal,8674,13,28,46.4286
Horizontal,11018,13,28,46.4286
Horizontal,11033,13,28,46.4286
Horizontal,8532,13,28,46.4286
Horizontal,9193,13,28,46.4286
Horizontal,9375,13,28,46.4286
Horizontal,6716,13,28,46.4286
Horizontal,7443,13,28,46.4286
Horizontal,7687,13,28,46.4286
Horizontal,6984,13,28,46.4286
Horizontal,8364,13,28,46.4286
Horizontal,7043,13,28,46.4286
Horizontal,7439,13,28,46.4286
Horizontal,11280,13,28,46.4286
Horizontal,9942,13,28,46.4286
Horizontal,9604,13,28,46.4286
Horizontal,10585,13,28,46.4286
Horizontal,7830,13,28,46.4286
Horizontal,11624,13,28,46.4286
Horizontal,8326,13,28,46.4286
Horizontal,7508,13,28,46.4286
Horizontal,8404,13,28,46.4286
Horizontal,11155,13,28,46.4286
Horizontal,9180,13,28,46.4286
Horizontal,8252,13,28,46.4286
Horizontal,9881,13,28,46.4286
Horizontal,11623,13,28,46.4286
Horizontal,7990,13,28,46.4286
Horizontal,10083,13,28,46.4286
Horizontal,9868,13,28,46.4286
Horizontal,6253,13,28,46.4286
Horizontal,8192,13,28,46.4286
Horizontal,11641,13,28,46.4286
Horizontal,7750,13,28,46.4286
Horizontal,6401,13,28,46.4286
Horizontal,9879,6,13,46.1538
Horizontal,8735,12,26,46.1538
Horizontal,14905,12,26,46.1538
Horizontal,9813,6,13,46.1538
Horizontal,13713,12,26,46.1538
Horizontal,15549,11,24,45.8333
Horizontal,15871,11,24,45.8333
Horizontal,11336,11,24,45.8333
Horizontal,15548,11,24,45.8333
Horizontal,15148,11,24,45.8333
Horizontal,16332,11,24,45.8333
Horizontal,16158,11,24,45.8333
Horizontal,15910,11,24,45.8333
Horizontal,16636,11,24,45.8333
Horizontal,15238,11,24,45.8333
Horizontal,16460,11,24,45.8333
Horizontal,11175,11,24,45.8333
Horizontal,15605,10,22,45.4545
Horizontal,15725,10,22,45.4545
Horizontal,12474,10,22,45.4545
Horizontal,15115,10,22,45.4545
Horizontal,8513,9,20,45.0
Horizontal,16762,9,20,45.0
Horizontal,15813,9,20,45.0
Horizontal,7452,9,20,45.0
Horizontal,15443,9,20,45.0
Horizontal,10836,13,29,44.8276
Horizontal,7247,13,29,44.8276
Horizontal,12977,13,29,44.8276
Horizontal,13378,13,29,44.8276
Horizontal,10985,13,29,44.8276
Horizontal,14102,13,29,44.8276
Horizontal,13319,13,29,44.8276
Horizontal,12245,13,29,44.8276
Horizontal,11041,13,29,44.8276
Horizontal,10566,13,29,44.8276
Horizontal,13351,13,29,44.8276
Horizontal,13745,13,29,44.8276
Horizontal,12325,13,29,44.8276
Horizontal,13287,13,29,44.8276
Horizontal,11468,13,29,44.8276
Horizontal,12332,13,29,44.8276
Horizontal,14377,13,29,44.8276
Horizontal,11858,13,29,44.8276
Horizontal,9244,13,29,44.8276
Horizontal,14410,13,29,44.8276
Horizontal,8684,13,29,44.8276
Horizontal,12115,13,29,44.8276
Horizontal,14149,13,29,44.8276
Horizontal,13033,13,29,44.8276
Horizontal,11569,13,29,44.8276
Horizontal,8439,13,29,44.8276
Horizontal,11538,13,29,44.8276
Horizontal,14840,13,29,44.8276
Horizontal,13659,13,29,44.8276
Horizontal,14819,13,29,44.8276
Horizontal,10573,13,29,44.8276
Horizontal,10595,13,29,44.8276
Horizontal,12983,13,29,44.8276
Horizontal,9111,13,29,44.8276
Horizontal,14406,13,29,44.8276
Horizontal,14830,13,29,44.8276
Horizontal,13496,13,29,44.8276
Horizontal,14096,13,29,44.8276
Horizontal,13976,13,29,44.8276
Horizontal,12550,13,29,44.8276
Horizontal,11317,13,29,44.8276
Horizontal,12655,13,29,44.8276
Horizontal,12875,13,29,44.8276
Horizontal,14374,13,29,44.8276
Horizontal,10213,13,29,44.8276
Horizontal,11667,13,29,44.8276
Horizontal,14561,13,29,44.8276
Horizontal,13866,13,29,44.8276
Horizontal,8947,13,29,44.8276
Horizontal,12667,13,29,44.8276
Horizontal,9376,13,29,44.8276
Horizontal,8857,13,29,44.8276
Horizontal,13239,13,29,44.8276
Horizontal,10316,13,29,44.8276
Horizontal,12899,13,29,44.8276
Horizontal,11704,13,29,44.8276
Horizontal,13786,8,18,44.4444
Horizontal,7625,12,27,44.4444
Horizontal,6070,12,27,44.4444
Horizontal,6977,12,27,44.4444
Horizontal,7134,12,27,44.4444
Horizontal,5970,12,27,44.4444
Horizontal,6202,12,27,44.4444
Horizontal,6201,12,27,44.4444
Horizontal,13647,12,27,44.4444
Horizontal,5664,12,27,44.4444
Horizontal,6265,12,27,44.4444
Horizontal,11319,8,18,44.4444
Horizontal,6805,12,27,44.4444
Horizontal,6648,12,27,44.4444
Horizontal,7355,12,27,44.4444
Horizontal,14634,8,18,44.4444
Horizontal,6487,12,27,44.4444
Horizontal,12812,8,18,44.4444
Horizontal,14835,8,18,44.4444
Horizontal,6956,8,18,44.4444
Horizontal,13572,12,27,44.4444
Horizontal,7548,12,27,44.4444
Horizontal,13728,8,18,44.4444
Horizontal,5803,12,27,44.4444
Horizontal,14020,8,18,44.4444
Horizontal,7587,4,9,44.4444
Horizontal,5774,8,18,44.4444
Horizontal,11861,8,18,44.4444
Horizontal,10336,8,18,44.4444
Horizontal,7358,12,27,44.4444
Horizontal,7437,12,27,44.4444
Horizontal,7349,12,27,44.4444
Horizontal,12091,11,25,44.0
Horizontal,14464,11,25,44.0
Horizontal,7028,7,16,43.75
Horizontal,6770,7,16,43.75
Horizontal,8251,7,16,43.75
Horizontal,7216,7,16,43.75
Horizontal,8665,7,16,43.75
Horizontal,15037,10,23,43.4783
Horizontal,16696,10,23,43.4783
Horizontal,15888,10,23,43.4783
Horizontal,5810,10,23,43.4783
Horizontal,16228,10,23,43.4783
Horizontal,16740,10,23,43.4783
Horizontal,16763,10,23,43.4783
Horizontal,16311,10,23,43.4783
Horizontal,16547,10,23,43.4783
Horizontal,16252,10,23,43.4783
Horizontal,15116,10,23,43.4783
Horizontal,15271,10,23,43.4783
Horizontal,10078,10,23,43.4783
Horizontal,14748,13,30,43.3333
Horizontal,12720,13,30,43.3333
Horizontal,13341,13,30,43.3333
Horizontal,13633,13,30,43.3333
